kode_buku,judul_buku,pengarang,genre
1569709807,Only the Ring Finger Knows,Satoru Kannagi;Hotaru Odagiri,Comics & Graphic Novels
1569714886,Dominion,Masamune Shirow;Dana Lewis;Frederik L. Schodt;Toren Smith;Tom Orzechowski,Comics & Graphic Novels
1569715149,Outlander,Timothy Truman;Tom Raney,Juvenile Fiction
1569716196,Star Wars Tales Volume 1,Various;Tsuneo Sanda,Comics & Graphic Novels
1569719365,Creatures of the Night,Neil Gaiman;Michael Zulli;Todd Klein,Comics & Graphic Novels
1569719608,The Will Eisner Sketchbook,Will Eisner,Art
1569719624,Star Wars: Clone Wars Volume 1 - The Defense of Kamino,Haden Blackman;John Ostrander;Scott Allie; Jan Duursema; Stephen Thompson; Tomas Giorello; Dan Parsons; Ray Krissing,Comics & Graphic Novels
1569755663,Dirty Italian,Gabrielle Euvino,Foreign Language Study
1569800367,Gunslinger, and Nine Other Action-packed Stories of the Wild West,Edward Gorman,Frontier and pioneer life
1570031460,F. Scott Fitzgerald on Authorship,Francis Scott Fitzgerald;Judith Baughman,Literary Criticism
1570614598,One Hundred Demons,Lynda Barry,Comics & Graphic Novels
1570623953,Lao Tzu,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,Philosophy
1570625190,The Tao of Physics,Fritjof Capra,Science
1570671044,Spiritual Midwifery,Ina May Gaskin,Medical
1570671818,Monday Night Class,Stephen Gaskin,Body, Mind & Spirit
1570715831,Steppenwolf,Victor Skrebneski;Richard Christiansen,Performing Arts
1570754365,Mother Maria Skobtsova,Mariia,Biography & Autobiography
157174102X,The Ultimate Time Machine,Joseph McMoneagle,Body, Mind & Spirit
1572244259,Get Out of Your Mind & Into Your Life,Steven C. Hayes;Spencer Xavier Smith,Self-Help
1572307021,Persuasive Communication,James Brian Stiff;Paul A. Mongeau,Language Arts & Disciplines
1572308680,Africa South of the Sahara, Second Edition,Robert F. Stock;Robert Stock,History
1573221112,The Art of Happiness,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion
1573223565,Songbook,Nick Hornby,Music
1573225053,Desolation Angels,Jack Kerouac,Fiction
1573225789,The Color of Water,James McBride,Biography & Autobiography
1573226327,Awakening at Midlife,Kathleen A. Brehony,Psychology
1573226882,Fever Pitch,Nick Hornby,Biography & Autobiography
1573227161,Caucasia,Danzy Senna,Fiction
1573228214,High Fidelity,Nick Hornby,Fiction
1573228710,Still Here,Ram Dass,Family & Relationships
1573229628,Prozac Nation,Elizabeth Wurtzel,Biography & Autobiography
1573229865,The Dream of Scipio,Iain Pears,Fiction
1573440795,The Survivor's Guide to Sex,Staci Haines,Self-Help
1573442216,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,Health & Fitness
1573456632,Stone Tables,Orson Scott Card,Fiction
1574231006,Thus Spake the Corpse,Andrei Codrescu;Laura Rosenthal,Poetry
1574671324,The John Adams Reader,Thomas Robert May,Music
1574881728,Insurgency & Terrorism,Bard E. O'Neill,Political Science
1574889230,Shattered Sword,Jonathan B. Parshall;Anthony P. Tully,History
1575667215,Strawberry Shortcake Murder,Joanne Fluke,Fiction
1575667649,Bound in Blood,David Thomas Lord,Fiction
1576753514,Managers Not MBAs,Henry Mintzberg,Business & Economics
1576839508,Bright Purple,Melody Carlson,Juvenile Fiction
1576839540,Parenting with Love and Logic,Foster Cline;Jim Fay,Family & Relationships
1577310764,Echoes of the Soul,Echo Bodine,Body, Mind & Spirit
1577312058,The Gift,Echo L. Bodine,Body, Mind & Spirit
1577312090,The Inner Reaches of Outer Space,Joseph Campbell,Religion
1577314034,Myths of Light,Joseph Campbell,Philosophy
1577314808,The Power of Now,Eckhart Tolle,Body, Mind & Spirit
1577660099,Myth and Reality,Mircea Eliade,Religion
1577780728,Jesus Freaks,DC Talk (Musical group),Religion
1577782089,Live Like a Jesus Freak,DC Talk,Religion
1578067049,Conversations with Don DeLillo,Don DeLillo,Biography & Autobiography
1578067596,Tim Burton,Tim Burton,Biography & Autobiography
1578068010,Daisy Bates,Grif Stockley,Biography & Autobiography
1578562589,Having a Mary Heart in a Martha World,Joanna Weaver,Religion
1578569052,Dinner With A Perfect Stranger,David Gregory,Fiction
1578569540,Dark Water,Linda Hall,Fiction
157912058X,The Beatles Illustrated Lyrics,Alan Aldridge;Beatles,Music
1579124585,The Right Stuff,Tom Wolfe,Biography & Autobiography
1579126219,Macbeth,William Shakespeare,Comics & Graphic Novels
1579126235,Murder on the Orient Express,Agatha Christie,Fiction
1579126243,The A.B.C. Murders,Agatha Christie,Fiction
1579126251,Murder at the Vicarage,Agatha Christie,Fiction
157912626X,The Body in the Library,Agatha Christie,Fiction
1579126278,The Murder of Roger Ackroyd,Agatha Christie,Fiction
1579126286,Evil Under the Sun,Agatha Christie,Fiction
1579126294,A Murder is Announced,Agatha Christie,Fiction
1579126898,Death on the Nile,Agatha Christie,Fiction
1579126952,The Mystery of the Blue Train,Agatha Christie,Fiction
1579510027,The Illuminati Papers,Robert Wilson,Body, Mind & Spirit
1579546463,The South Beach Diet,Arthur Agatston,Health & Fitness
1579652522,Mangoes & Curry Leaves,,Cooking
1579905080,1000 Rings,Marthe Le Van,Crafts & Hobbies
1579907156,Artful Paper Dolls,Terry Taylor,Crafts & Hobbies
1580012515,International Codes,International Code Council,Building laws
1580012590,International Plumbing Code 2006,International Code Council,Technology & Engineering
158005188X,Homelands,Patricia Justine Tumang;Jenesha de Rivera,Social Science
1580070914,Sukhoi Su-27 Flanker,Yefim Gordon;Peter Davison,History
1580086810,Hungry Planet,Peter Menzel;Faith D'Aluisio,Cooking
1580174043,Maple Syrup Cookbook,Ken Haedrich,Cooking
1580175201,Cider,Annie Proulx;Lew Nichols,Cooking
1580420818,Doyle Brunson's Super System,Doyle Brunson,Games & Activities
1580495796,A Christmas Carol,Charles Dickens,Fiction
1580495869,The Red Badge of Courage,Stephen Crane,Juvenile Nonfiction
1580624596,Sun Tzu,Sun-tzu;Gerald A. Michaelson,Business & Economics
1580628362,Please Stop Laughing At Me,Jodee Blanco,Biography & Autobiography
1580631606,The Stephen King Universe,Stanley Wiater;Christopher Golden;Hank Wagner,Literary Criticism
1580931774,New York 2000,Robert A. M. Stern;David Fishman;Jacob Tilove,Architecture
1580931863,Glass House,Toshio Nakamura,Architecture
1581342144,This Present Darkness ; Piercing the Darkness,Frank E. Peretti,
1581342470,The Hidden Smile of God,John Piper,Religion
158134449X,The Gospel According to Job,Mike Mason,Religion
1581345267,Prophet,Frank E. Peretti,Fiction
1581345275,Piercing the Darkness,Frank E. Peretti,Fiction
1581345283,This Present Darkness,Frank E. Peretti,Fiction
1581346085,The Passion of Jesus Christ,John Piper,Religion
1581346522,When I Don't Desire God,John Piper,Religion
1581348096,Suffering and the Sovereignty of God,John Piper;Justin Taylor,Religion
1581348134,The Legacy of Sovereign Joy,John Piper,Religion
1581348762,When the Darkness Will Not Lift,John Piper,Religion
1581807597,Face Off,Harry Hamernik,Art
1581807740,Simply Beautiful Beaded Jewelry,Heidi Boyd,Crafts & Hobbies
1581821360,The Southern Haunting of Truman Capote,Marie Rudisill;James Coleman Simmons,Literary Criticism
1582293082,Shoofly Pie,Tim Downs,Fiction
1582294011,Chop Shop,Tim Downs,Fiction
1582343497,Schott's Original Miscellany,Ben Schott,Reference
1582344728,Soldiers of Salamis,Javier Cercas;Anne McLean,Fiction
1582346100,The Line of Beauty,Alan Hollinghurst,Fiction
1582346178,A Year in the Merde,Stephen Clarke,Fiction
1582404879,Safety Behind Bars,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels
158240612X,The Best Defense,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels
1582406936,Fell,Warren Ellis;Ben Templesmith,Comics & Graphic Novels
1582407592,The Walking Dead,Robert Kirkman,Comic books, strips, etc
1582433224,A Complicated Kindness,Miriam Toews,Fiction
1582433410,D.H. Lawrence,John Worthen,Biography & Autobiography
1582433453,The Horizontal World,Debra K. Marquart,Biography & Autobiography
1582791805,Agnes Grey,Anne Brontë,England
158297294X,Write Great Fiction - Plot & Structure,James Scott Bell,Language Arts & Disciplines
1583224718,Lithium for Medea,Kate Braverman,Fiction
1583224890,9-11 [neuf-onze],Noam Chomsky;Institute Professor & Professor of Linguistics (Emeritus) Noam Chomsky,Political Science
1583332057,The Hip Chick's Guide to Macrobiotics,Jessica Porter,Health & Fitness
1583421548,Rumble Fish,Marcus Romer;S. E. Hinton,Juvenile Fiction
1584281340,Posing for Portrait Photography,Jeff Smith,Photography
1584794941,Healthy Cooking for IBS,Sophie Braimbridge;Erica Jankovich,Cooking
1584850450,Homeless,Laurie Halse Anderson,Juvenile Fiction
1584850558,Teacher's Pet,Laurie Halse Anderson,Juvenile Fiction
1585004286,The Fateful Adventures of the Good Soldier Švejk During the World War, Book One,Jaroslav Hašek;Zdeněk "Zenny" K. Sadlon,Fiction
1585004847,Childhood Shadows,Mary Pacios,True Crime
1585100374,Sophocles: the Theban Plays,Sophocles,Drama
1585100870,Aristophanes' Acharnians,Aristophanes;Jeffrey Henderson,Drama
1585360724,M is for Mayflower,Margot Theis Raven;Jeannie Brett,Juvenile Nonfiction
1585361615,O Is for Old Dominion,Pamela Duncan Edwards;Troy Howell,Juvenile Nonfiction
1585420824,The Age of Access,Jeremy Rifkin,Business & Economics
1585421774,In Search of Captain Zero,Alan C. Weisbecker,Biography & Autobiography
1585424331,Think and Grow Rich,Napoleon Hill;Arthur R. Pell,Business & Economics
1585424994,How to Save Your Own Life,Erica Jong,Fiction
1585425001,Parachutes & Kisses,Erica Jong,Fiction
1585425249,Fear of Fifty,Erica Jong,Biography & Autobiography
1585425494,Any Woman's Blues,,Fiction
1585425540,What Do Women Want?,,Social Science
1585670987,The Book of Leviathan,Peter Blegvad,Comics & Graphic Novels
1585672173,The Arabian Nightmare,Robert Irwin,Fiction
1585672327,Laughing Gas,Pelham Grenville Wodehouse,Fiction
1585672750,Meet Mr. Mulliner,Pelham Grenville Wodehouse,Fiction
1585672793,This Is Berlin,William L. Shirer;John Keegan,History
1585675172,The Stones of Summer,Dow Mossman,Fiction
158567575X,Spring Fever,P.G. Wodehouse,Fiction
1585676578,Money in the Bank,P. G. Wodehouse,Fiction
1585677108,Anthony Powell,Michael Barber,Biography & Autobiography
1585677280,The Warrior Prophet,R. Scott Bakker,Fiction
1585678767,The Various Haunts of Men,Susan Hill,Fiction
1586170260,The Unmasking of Oscar Wilde,Joseph Pearce,Religion
1586631985,The American Heritage New History of the Civil War,Bruce Catton,History
1586633570,Frankenstein,Mary Shelley,LITERARY CRITICISM
1586633791,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),Ken Kesey,Literary Criticism
158663822X,The Aristotle's Ethics,Aristotle,Study Aids
1586638475,No Fear : Julius Caesar,Sparknotes Editors,
1586638491,The Tempest,William Shakespeare,Drama
158663853X,King Lear,William Shakespeare,Literary Criticism
1586853333,The Big Book of Boy Stuff,Bart King,Juvenile Nonfiction
158685772X,It's Easy Being Green,Crissy Trask,House & Home
1587150794,Fifty-One Tales,Lord Dunsany;Lin Carter;John Betancourt,Fiction
1587150883,The Well at the World's End,William Morris;Lin Carter,Fiction
1587155877,The Lure of the Basilisk,Lawrence Watt-Evans,Fiction
1587172488,Ivanhoe,Marianna Mayer;Sir Walter Scott,Juvenile Fiction
1587420244,On the Lines of Morris' Romances,William Morris;Michale W. Perry,Fiction
1587610914,Guide to Stress Reduction,L. John Mason,Self-Help
1587612216,Heart and Hands,Elizabeth Davis,Health & Fitness
1587670135,Cast in Dark Waters,Edward Gorman;Tom Piccirilli,Fiction
1587670895,Isis,Douglas Clegg,Fiction
1587671409,The Secretary of Dreams,Stephen King,Fiction
1587680262,Tolkien and C.S. Lewis,Colin Duriez,Biography & Autobiography
1588467988,Monte Cooks Years Best D20 04,Monte Cook,Games
1588990842,Tomie,Junji Ito,Comics & Graphic Novels
1588993000,Category Freaks,Sakurako Gokurakuin,Comics & Graphic Novels
1589802438,The Pirate Dictionary,Terry Breverton,History
1589802543,This Side of Paradise,Steven L. Layne,Juvenile Fiction
1589880021,Farewell to Salonica,Leon Sciaky,Biography & Autobiography
1589943074,The Art of H. P. Lovecraft's the Cthulhu Mythos,Howard Phillips Lovecraft;Jeremy McHugh,Art
1589971280,Creative Correction,Lisa Whelchel,Family & Relationships
1590170164,De Vita Propria Liber,Girolamo Cardano;Jean Stoner,Biography & Autobiography
1590170318,Witch Grass,Raymond Queneau;Barbara Wright,Fiction
1590170709,The Tenants of Moonbloom,Edward Lewis Wallant,Fiction
1590170784,The Ivory Tower,Henry James,Fiction
1590171039,Mistress Masham's Repose,T. H. White;Fritz Eichenberg,Juvenile Fiction
1590171101,Hons and Rebels,Jessica Mitford,Biography & Autobiography
1590171241,An Episode of Sparrows,Rumer Godden,Juvenile Fiction
1590171497,The Man who Watched Trains Go by,Georges Simenon;Marc Romano;Douglas Thin,Fiction
1590171624,The New York Stories of Henry James,Henry James;Colm Tóibín,Fiction
1590171705,Dime-store Alchemy,Charles Simic;Joseph Cornell,Art
1590171942,The Strangers in the House,Georges Simenon,Fiction
1590172183,A Savage War of Peace,Alistair Horne,History
1590175867,Diary of a Man in Despair,Fritz Percy Reck-Malleczewen;Friedrich Reck;Paul Rubens;Richard J. Evans,Biography & Autobiography
1590300068,The Wave in the Mind,Ursula K. Le Guin,Literary Collections
1590300106,Healing Emotions,Daniel Goleman,Health & Fitness
1590300734,A Guide to the Words of My Perfect Teacher,Khenpo Ngawang Pelzang;Ṅag-dbaṅ-dpal-bzaṅ (Mkhan-po),Religion
1590301080,Dewdrops on a Lotus Leaf,Ryōkan;John Stevens,Poetry
1590301870,Lovingkindness,Sharon Salzberg;Jon Kabat-Zinn,Self-Help
1590301943,The Changeling,Kate Horsley,Fiction
1590302087,Making a Change for Good,Cheri Huber,Philosophy
1590302257,The Art of War,Sun-Tzu;Sunzi,Philosophy
1590303164,Writing Down the Bones,Natalie Goldberg,Self-Help
1590385810,Fablehaven,Brandon Mull,Juvenile Fiction
159052201X,The Dream Giver,Bruce Wilkinson,Religion
1590525086,The Treasure Principle,Randy Alcorn,Religion
1590525930,Dominion,Randy Alcorn,Fiction
1590526856,The Blazing Center Study Guide,John Piper;Desiring God,Religion
1590526864,Reluctant Burglar,Jill Elizabeth Nelson,Fiction
1590526872,Reluctant Runaway,Jill Elizabeth Nelson,Fiction
1590528603,Sense and Sensuality,Ravi Zacharias,Religion
1590583426,Effigies,Mary Anna Evans,Fiction
1590592166,Complete Guide to OneNote,Scott Zimmerman,Computers
1590593898,Joel on Software,Avram Joel Spolsky,Computers
1590596242,The Career Programmer,Christopher Duncan,Computers
1591146917,Bull Halsey,Elmer Belmont Potter,Biography & Autobiography
1591162025,Inuyasha Ani-Manga,Rumiko Takahashi,Comics & Graphic Novels
1591162866,Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels
1591163552,Nausicaä of the Valley of the Wind,Hayao Miyazaki,Comics & Graphic Novels
1591165830,Vagabond,Takehiko Inoue,Comics & Graphic Novels
1591391679,Hardball,George Stalk;Robert Lachenauer;John Butman,Business & Economics
1591583667,Crash Course in Web Design for Libraries,Charles P. Rubenstein,Computers
1591821576,Demon Diary,Kara Lim;Lee Yun Hee,Comics & Graphic Novels
1591829534,Crescent Moon,Haruko Iida,Comics & Graphic Novels
1592000673,$30 Film School,Michael Wareham Dean,Computers
1592220045,Tuf Voyaging,George R. R. Martin,Fiction
1592241875,The Canterville Ghost,Oscar Wilde,Fiction
1592283195,The Greatest Sailing Stories Ever Told,Christopher Caswell,Sports & Recreation
1592289800,From Baghdad, with Love,Jay Kopelman;Melinda Roth,History
1592402690,Here, There and Everywhere,Geoff Emerick;Howard Massey,Biography & Autobiography
1592441122,Natural Theology,Emil Brunner;Karl Barth,Religion
1592530877,LogoLounge,Bill Gardner;Catharine Fishel,Design
1592572227,The Complete Idiot's Guide to World Religions,Brandon Toropov;Luke Buckles,Religion
1592851614,Drop the Rock,Bill P.;Todd W.;Sara S.,Self-Help
1593070691,Angels and Demons,Craig Thompson,Comics & Graphic Novels
1593072597,Hellsing,Kohta Hirano,Comics & Graphic Novels
1593073526,Star Wars: Clone Wars Volume 6: On the Fields of Battle,John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tomas Giorello,Comics & Graphic Novels
1593074662,Star Wars: Empire Volume 5,Various,Comics & Graphic Novels
1593074824,Star Wars: Clone Wars Volume 8: The Last Siege, The Final Truth,John Ostrander;Jan Duursema;Dan Parsons; Brad Anderson; Tom√É¬•s Giorello,Comics & Graphic Novels
1593075294,Eden,Hiroki Endo,Comics & Graphic Novels
1593075421,Museum of Terror,,Comics & Graphic Novels
159307543X,Conan and the Demons of Khitai,Akira Yoshida;Paul Lee;Robert Ervin Howard;Pat Lee,Comics & Graphic Novels
1593075537,Star Wars: Clone Wars Volume 9: Endgame,John Ostrander;Welles Hartley;Jan Duursema; Doug Wheatley; Dan Parsons; Brad Anderson; Chris Chuckry; Tomas Giorello,Comics & Graphic Novels
1593076126,Museum of Terror,Junji Itō,Comics & Graphic Novels
1593076193,Star Wars: OmnibusXWing Rogue Squadron Vol. 2,Various,Comics & Graphic Novels
1593076274,Star Wars: Empire Volume 6 In The Shadows of Their Fathers,Thomas Andrews;Scott Allie;Adriana Melo; Michael LaCombe; Joe Corroney,Comics & Graphic Novels
1593076401,Star Wars: Knights of the Old Republic Vol. 1--Commencement,John Jackson Miller;Brian Ching;Travel Foreman; Travis Charest,Comics & Graphic Novels
1593076673,Facts in the Case of the Departure of Miss Finch HC,Neil Gaiman;Michael Zulli,Comics & Graphic Novels
1593077092,Star Wars: Empire Volume 7--The Wrong Side of the War,Welles Hartley;Davide Fabbri;Christian DallaVecchia; David Michael Beck,Comics & Graphic Novels
159307736X,Devil by the Deed,Matt Wagner;Rich Rankin,Comics & Graphic Novels
1593080034,Ward No. 6 and Other Stories,Anton Pavlovich Chekhov,Fiction
1593080115,Robinson Crusoe,Daniel Defoe,Juvenile Fiction
1593080182,Moby-Dick,Herman Melville,Fiction
1593080239,Middlemarch,George Eliot;Megan McDaniel,Fiction
1593080360,Main Street,Sinclair Lewis,Fiction
1593080387,Uncle Tom's Cabin,Harriet Beecher Stowe,Fiction
1593080492,Sense and Sensibility,Jane Austen,Fiction
1593080549,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,Fiction
1593080646,The Essential Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,Literary Collections
1593080697,The Death of Ivan Ilych and Other Stories,graf Leo Tolstoy,Fiction
1593081251,Sense and Sensibility,Jane Austen,Fiction
1593081537,The House of Mirth,Edith Wharton,Fiction
1593082037,The Complete Sherlock Holmes: Some personalia about Mr. Sherlock Holmes,Sir Arthur Conan Doyle,Detective and mystery stories, English
159308269X,Essential Dialogues of Plato,Plato,Philosophy
1593082908,Daniel Deronda,George Eliot,Fiction
1593083246,... The Circulation,Benjamin W. Ussery,
1593083777,Swann's Way,Marcel Proust;Elizabeth Dalton,Fiction
1593600259,The Sillymarillion,D. R. Lloyd,Fiction
1593761228,The Soloist,Nicholas Christopher,Fiction
1593851170,The Nature of Play,Anthony D. Pellegrini;Peter K. Smith,Psychology
1593854463,Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner;Sharon Vaughn;Alison Boardman,Education
1594130078,The Fellowship of the Ring,John Ronald Reuel Tolkien,Fiction
1594160007,Seabiscuit,B. K. Beckwith,Biography & Autobiography
1594201005,The War of the World,Niall Ferguson,History
1594481520,The Brief and Frightening Reign of Phil,George Saunders,Fiction
1594481571,Plan B,Anne Lamott,Biography & Autobiography
159448175X,The Portrait,Iain Pears,Fiction
1594481776,The Kite Runner,Khaled Hosseini,Fiction
1594481938,A Long Way Down,Nick Hornby,Fiction
1594481946,Everything Bad is Good for You,Steven Johnson,Psychology
1594489254,The Ghost Map,Steven Johnson,History
1594489424,Grace (eventually),Anne Lamott,Religion
1594720355,Legend Of The Five Rings,Rich Wulf;Shawn Carman;Seth Mason,Games
1594731403,How to be a Perfect Stranger,Stuart M. Matlins;Arthur J. Magida,Reference
1594860165,Live Rich, Die Broke,Stephen M. Pollan,Finance, Personal
1594862958,New Rules,Bill Maher,Humor
1594865671,An Inconvenient Truth,Al Gore,Science
1595140328,So Yesterday,Scott Westerfeld,Juvenile Fiction
1595322329,Diabolo,Kaoru Ohashi;Kei Kusunoki,Comics & Graphic Novels
1595324844,RG Veda,Clamp,Comics & Graphic Novels
1595329145,Dragon Head,Minetaro Mochizuki,Comics & Graphic Novels
1595540458,The Oath,Frank E. Peretti,Fiction
1595542329,A Time to Embrace,Karen Kingsbury,Fiction
1595690360,Teleny, Or, The Reverse of the Medal,Oscar Wilde,Fiction
1595690557,His Excellency,Émile Zola;Ernest Alfred Vizetelly,Fiction
1595820124,Vampire Hunter D Volume 1,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels
1595820140,Vampire Hunter D Volume 2: Raiser of Gales,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels
1595820310,Vampire Hunter D Volume 3: Demon Deathase,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels
1595820612,Coffin,Yoshitaka Amano;Robert Simpson,Art
1595820639,Tale of Genji,Yoshitaka Amano,Art
159582071X,Ju-on,Kei Ōishi;Joe Swift,Fiction
1595820930,Vampire Hunter D Volume 4: Tale of the Dead Town,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels
1595820949,Vampire Hunter D Volume 5: The Stuff of Dreams,Hideyuki Kikuchi;Yoshitaka Amano;Kevin Leahy,Comics & Graphic Novels
1595821066,Vampire Hunter D Volume 6: Pilgrimage of the Sacred,Hideyuki Kikuchi;Yoshitaka Amano,Comics & Graphic Novels
1595821074,Vampire Hunter D Volume 7: Mysterious Journey to the North Sea, Part 1,Hideyuki Kikuchi;Yoshitaka Amano,Comics & Graphic Novels
1596060247,Inside Job,Connie Willis,Fiction
1596321288,Hard Candy,Angela Knight;Sheri Gilmore;Morgan Hawke,Fiction
1596432942,Side Effects,Amy Goldman Koss,Juvenile Fiction
1596670231,Active Literacy Across the Curriculum,Heidi Hayes Jacobs,Education
159679237X,A Christmas Carol,Charles Dickens,Juvenile Fiction
1596792507,Sherlock Holmes and the Case of the Hound of the Baskervilles,Arthur Conan Doyle;Malvina G. Vogel,Juvenile Fiction
1596870419,I, Robot,Harlan Ellison;Isaac Asimov,Fiction
1596871326,Roger Zelazny's To Rule in Amber,John Gregory Betancourt,Fiction
1597221104,Undead and Unwed,MaryJanice Davidson,Fiction
1597221287,Undead and Unappreciated,MaryJanice Davidson,Fiction
1597800449,The Algebraist,Iain M. Banks,Fiction
1597818704,Marilyn Manson,Richard D. Nelson,Religion
1598160109,LOVE MODE Volume 1: (Yaoi),Yuki Shimizu,Comics & Graphic Novels
1598160117,LOVE MODE Volume 2: (Yaoi),Yuki Shimizu,Comics & Graphic Novels
1598160141,LOVE MODE Volume 5: (Yaoi),Yuki Shimizu,Comics & Graphic Novels
1598161997,Tramps Like Us,Yayoi Ogawa,Comics & Graphic Novels
1598163205,Shout Out Loud! Volume 5: (Yaoi),Satosumi Takaguchi,Comics & Graphic Novels
1598163329,BLOOD SUCKER Volume 1: Legend of "Zipangu",Saki Okuse;Aki Shimizu,Comics & Graphic Novels
1598165763,Seikai: Crest of the Stars Volume 2: A Modest War,Morioka Hiroyuki,Comics & Graphic Novels
1598165771,Seikai: Crest of the Stars Volume 3: Return to a Strange World,Morioka Hiroyuki,Comics & Graphic Novels
1598166743,Trinity Blood,Sunao Yoshida;Beni Axia Conrad;Christine Boylan,Comics & Graphic Novels
1598169467,Twelve Kingdoms, The - Hardcover Edition Volume 1: Sea of Shadow,Fuyumi Ono;Akihiro Yamada;Alexander O. Smith,Comics & Graphic Novels
159990005X,The Drift House,Dale Peck,Juvenile Fiction
1599982935,Naughty Little Secret,Shelley Bradley,Fiction
1600100295,The Great and Secret Show,Chris Ryall,Comics & Graphic Novels
1600430015,Vegas Bites,L. A. Banks;J. M. Jeffries;Seressia Glass;Natalie Dunbar,Fiction
1600961509,The Lost Continent,Edgar Rice Burroughs,Fiction
1740591208,Cuba,Conner Gorry;David Stanley,Travel
1740596463,Australia and New Zealand on a Shoestring,Paul Smitz,Travel
1740597400,Australia,Paul Smitz;Carolyn Bain;Sandra Bao;Susannah Farfor,Travel
174059746X,Cuba : Brendan Sainsbury,Brendan Sainsbury,Travel
1740597621,Switzerland,Damien Simonis;Sarah Johnstone;Nicola Williams,Travel
1740597710,West Africa,Anthony Ham;James Bainbridge,Travel
174059908X,Amsterdam,Andrew Bender,Travel
1740599241,Japan,Chris Rowthorn,Travel
1741040914,London,Martin Hughes;Sarah Johnstone;Tom Masters,Travel
174104295X,Ecuador & the Galápagos Islands,Danny Palmerlee;Michael Grosberg;Carolyn McCarthy,Travel
1741044766,Eastern Europe,Tom Masters,Travel
1741045916,Europe on a Shoestring,Sarah Johnstone,Travel
1741140374,Plain Truth,Jodi Picoult,Amish
1741142393,Harvesting the Heart,Jodi Picoult,Domestic fiction
1790877792,The Perfume Factory,Alex Austin,
1840220554,The Complete Novels of Jane Austen,Jane Austen,England
1840224533,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,Fiction
184023380X,Planet of the Apes,Ian Edginton;Paco Medina;Adrian Sibar,Human-animal relationships
1840237872,American Splendor Presents Bob and Harv's Comics,Harvey Pekar;Robert Crumb,Graphic novels
1840239247,Ministry of Space,Warren Ellis;Chris Weston;Laura DePuy,Imperialism
184046027X,E.M. Forster - A Passage to India,Betty Jay,Language Arts & Disciplines
184046268X,Jean Rhys,Carl Plasa,Literary Criticism
1840681128,Divine Filth,Georges Bataille,Fiction
1841150355,The Hours,Michael Cunningham,American fiction
1841150509,The Patron Saint of Liars,Ann Patchett,Catholic women
1841156736,The Corrections,Jonathan Franzen,Aged women
1841157481,The Twenty-seventh City,Jonathan Franzen,Detective and mystery stories
184115749X,Strong Motion,Jonathan Franzen,Boston (Mass.)
1841482641,The Barefoot Book of Ballet Stories,Jane Yolen;Heidi Stemple,Ballets
1841491837,Crossroads of Twilight,Robert Jordan,Fantasy fiction
1841492051,Shadow of the Giant,Orson Scott Card,Life on other planets
1841492663,The Word and the Void,Terry Brooks,Fantasy fiction
1841492701,Unto Leviathan,Richard Paul Russo,Life on other planets
1841492876,The Sword of Shannara Trilogy,Terry Brooks,Fantasy fiction, American
1841493554,The Heritage of Shannara,Terence Dean Brooks;Terry Brooks,Fantasy fiction
1841494089,The Darkness that Comes Before,R. Scott Bakker,Fantasy
1841581224,The Nightmare Years, 1930-1940,William L. Shirer,History
184159105X,Stiff Upper Lip, Jeeves,P. G. Wodehouse,Humorous stories
1841591068,Eggs, Beans and Crumpets,P. G. Wodehouse,Humorous stories, English
1841591165,Jeeves in the Offing,P. G. Wodehouse,Butlers
1841591386,Mr Mulliner Speaking,Pelham Grenville Wodehouse,England
1841811106,Zen in Your Garden,Jenny Hendy,Gardens
1841882542,The Science Book,Peter Tallack,Science
1841953679,Gone Bamboo,Anthony Bourdain,Assassins
1841954314,The Crimson Petal and the White,Michel Faber,London (England)
1841954748,The Cutting Room,Louise Welsh,Fiction
1841957178,The Penelopiad,Margaret Atwood,Fiction
1841957186,Weight,Jeanette Winterson,Fiction
184195795X,Adiós Hemingway,Leonardo Padura Fuentes;Leonardo Padura,Fiction
1842122916,Never Call Retreat,Bruce Catton;Everette Beach Long,History
1842122924,The Coming Fury,Bruce Catton;Everette Beach Long,History
1842122932,Terrible Swift Sword,Bruce Catton,History
